match_id,balls_per_over,teams,innings,player,bowler,overs,maidens,runs,wickets,extraballs,noballs,wides,hat_trick
20070628_00015_TheOval,6,2,1,1,"Sidebottom, RJ {b1978-1-15}",4,0,42,1,0,0,0,0
20070628_00015_TheOval,6,2,1,2,"Anderson, JM {b1982-7-30}",4,0,37,2,0,0,1,0
20070628_00015_TheOval,6,2,1,3,"Broad, SCJ {b1986-6-24}",3,0,32,1,0,0,1,0
20070628_00015_TheOval,6,2,1,4,"Yardy, MH {b1980-11-27}",4,0,35,1,0,0,3,0
20070628_00015_TheOval,6,2,1,5,"Mascarenhas, AD {b1977-10-30}",4,0,39,2,0,1,0,0
20070628_00015_TheOval,6,2,1,6,"Collingwood, PD {b1976-5-26}",1,0,17,0,0,0,0,0
20070629_00016_TheOval,6,1,1,1,"Smith, DR {b1983-4-12}",4,0,38,0,0,1,2,0
20070629_00016_TheOval,6,1,1,2,"Rampaul, R {b1984-10-15}",4,0,39,2,0,0,3,0
20070629_00016_TheOval,6,1,1,3,"Powell, DBL {b1978-4-15}",4,0,24,1,0,0,1,0
20070629_00016_TheOval,6,1,1,4,"Sammy, DJG {b1983-12-20}",4,0,27,1,0,0,0,0
20070629_00016_TheOval,6,1,1,5,"Samuels, MN {b1981-2-5}",3,0,31,1,0,0,0,0
20070629_00016_TheOval,6,1,1,6,"Gayle, CH {b1979-9-21}",0,0,9,0,3,0,0,0
20070629_00016_TheOval,6,2,1,1,"Sidebottom, RJ {b1978-1-15}",4,0,25,2,0,0,0,0
20070629_00016_TheOval,6,2,1,2,"Anderson, JM {b1982-7-30}",4,0,27,1,0,0,2,0
20070629_00016_TheOval,6,2,1,3,"Broad, SCJ {b1986-6-24}",4,0,31,1,0,0,1,0
20070629_00016_TheOval,6,2,1,4,"Mascarenhas, AD {b1977-10-30}",3,0,32,0,0,0,1,0
20070629_00016_TheOval,6,2,1,5,"Yardy, MH {b1980-11-27}",3,0,30,0,0,0,0,0
20070629_00016_TheOval,6,2,1,6,"Collingwood, PD {b1976-5-26}",2,0,21,2,0,0,0,0
20070901_00017_NairobG,6,1,1,1,"Odoyo, TM {b1978-5-12}",4,0,28,1,0,0,1,0
20070901_00017_NairobG,6,1,1,2,"Ongondo, PJ {b1977-2-2}",4,0,21,2,0,1,0,0
20070901_00017_NairobG,6,1,1,3,"Onyango, LN {b1973-9-22}",2,0,21,1,0,0,0,0
20070901_00017_NairobG,6,1,1,4,"Bhudia, RL {b1984-11-22}",2,0,32,0,4,0,2,0
20070901_00017_NairobG,6,1,1,5,"Kamande, JK {b1978-12-12}",3,0,21,1,0,0,1,0
20070901_00017_NairobG,6,1,1,6,"Varaiya, HA {b1984-4-9}",2,0,15,0,0,0,0,0
20070901_00017_NairobG,6,2,1,1,Mashrafe Mortaza {b1983-10-5},4,0,29,2,0,0,2,0
20070901_00017_NairobG,6,2,1,2,Syed Rasel {b1984-7-3},4,0,20,0,0,0,0,0
20070901_00017_NairobG,6,2,1,3,Abdur Razzak {b1982-6-15},4,0,22,2,0,0,0,0
20070901_00017_NairobG,6,2,1,4,Mohammad Ashraful {b1984-9-9},4,0,32,1,0,0,2,0
20070901_00017_NairobG,6,2,1,5,Farhad Reza {b1986-6-16},4,0,34,2,0,0,0,0
20070902_00018_NairobG,6,1,1,1,Shoaib Akhtar {b1975-8-13},4,0,30,2,0,0,2,0
20070902_00018_NairobG,6,1,1,2,Mohammad Asif {b1982-12-20},4,0,36,0,0,0,1,0
20070902_00018_NairobG,6,1,1,3,Iftikhar Anjum {b1980-12-1},4,0,33,0,0,0,0,0
20070902_00018_NairobG,6,1,1,4,Shahid Afridi (P) {b1980-3-1},4,0,26,2,0,0,0,0
20070902_00018_NairobG,6,1,1,5,Yasir Arafat {b1982-3-12},4,0,31,1,0,0,1,0
20070902_00018_NairobG,6,2,1,1,Mashrafe Mortaza {b1983-10-5},4,0,53,0,0,0,0,0
20070902_00018_NairobG,6,2,1,2,Syed Rasel {b1984-7-3},4,0,23,0,0,0,1,0
20070902_00018_NairobG,6,2,1,3,Abdur Razzak {b1982-6-15},4,0,18,1,0,0,0,0
20070902_00018_NairobG,6,2,1,4,Mohammad Ashraful {b1984-9-9},4,0,42,3,0,0,0,0
20070902_00018_NairobG,6,2,1,5,Farhad Reza {b1986-6-16},4,0,55,2,0,1,1,0
20070904_00019_NairobG,6,1,1,1,"Ongondo, PJ {b1977-2-2}",3,0,11,1,0,0,3,0
20070904_00019_NairobG,6,1,1,2,"Bhudia, RL {b1984-11-22}",4,0,29,0,0,0,0,0
20070904_00019_NairobG,6,1,1,3,"Varaiya, HA {b1984-4-9}",4,0,33,1,0,0,1,0
20070904_00019_NairobG,6,1,1,4,"Onyango, LN {b1973-9-22}",3,0,19,0,0,0,0,0
20070904_00019_NairobG,6,2,1,1,Shoaib Akhtar {b1975-8-13},3,0,22,2,0,5,0,0
20070904_00019_NairobG,6,2,1,2,Umar Gul {b1984-4-14},3,1,7,0,0,0,1,0
20070904_00019_NairobG,6,2,1,3,Fawad Alam {b1985-10-8},4,0,15,1,0,0,0,0
20070904_00019_NairobG,6,2,1,4,Abdur Rehman {b1980-3-1},3,0,7,2,0,0,0,0
20070904_00019_NairobG,6,2,1,5,Younis Khan {b1977-11-29},3,0,18,3,4,0,0,0
20070904_00019_NairobG,6,2,1,6,Mohammad Hafeez {b1980-10-17},3,0,19,2,0,0,0,0
20070911_00020_Wandrer,6,1,1,1,"Powell, DBL {b1978-4-15}",4,0,34,0,0,0,4,0
20070911_00020_Wandrer,6,1,1,2,"Rampaul, R {b1984-10-15}",4,0,52,1,0,1,1,0
20070911_00020_Wandrer,6,1,1,3,"Smith, DR {b1983-4-12}",2,0,37,0,0,0,5,0
20070911_00020_Wandrer,6,1,1,4,"Edwards, FH {b1982-2-6}",3,0,21,1,0,0,4,0
20070911_00020_Wandrer,6,1,1,5,"Bravo, DJ {b1983-10-7}",2,0,39,0,4,0,2,0
20070911_00020_Wandrer,6,1,1,6,"Samuels, MN {b1981-2-5}",2,0,21,0,0,0,0,0
20070911_00020_Wandrer,6,2,1,1,"Pollock, SM {b1973-7-16}",4,0,52,1,0,0,4,0
20070911_00020_Wandrer,6,2,1,2,"Ntini, M {b1977-7-6}",2,0,19,0,0,0,0,0
20070911_00020_Wandrer,6,2,1,3,"van der Wath, JJ {b1978-1-10}",4,0,33,2,0,0,0,0
20070911_00020_Wandrer,6,2,1,4,"Morkel, M {b1984-10-6}",4,0,30,1,0,1,1,0
20070911_00020_Wandrer,6,2,1,5,"Philander, VD {b1985-6-24}",4,0,35,2,0,0,1,0
20070911_00020_Wandrer,6,2,1,6,"Morkel, JA {b1981-6-10}",1,0,16,0,0,0,2,0
20070911_00020_Wandrer,6,2,1,7,"Smith, GC {b1981-2-1}",1,0,16,0,0,0,0,0
20070912_00021_Kingsmd,6,1,1,1,"Odoyo, TM {b1978-5-12}",3,0,22,1,0,1,2,0
20070912_00021_Kingsmd,6,1,1,2,"Ongondo, PJ {b1977-2-2}",3,0,22,0,0,0,2,0
20070912_00021_Kingsmd,6,1,1,3,"Odhiambo, NN {b1983-8-7}",1,0,8,0,0,0,0,0
20070912_00021_Kingsmd,6,1,1,4,"Bhudia, RL {b1984-11-22}",0,0,17,0,4,0,0,0
20070912_00021_Kingsmd,6,2,1,1,"Bond, SE {b1975-6-7}",4,1,12,2,0,0,1,0
20070912_00021_Kingsmd,6,2,1,2,"Gillespie, MR {b1979-10-17}",2,0,7,4,5,0,2,0
20070912_00021_Kingsmd,6,2,1,3,"Oram, JDP {b1978-7-28}",2,0,20,0,0,0,1,0
20070912_00021_Kingsmd,6,2,1,4,"Martin, CS {b1974-12-10}",4,1,14,2,0,0,1,0
20070912_00021_Kingsmd,6,2,1,5,"Vettori, DL {b1979-1-27}",4,0,18,2,0,0,1,0
20070912_00022_Kingsmd,6,1,1,1,Mohammad Asif {b1982-12-20},3,0,28,1,5,0,0,0
20070912_00022_Kingsmd,6,1,1,2,Umar Gul {b1984-4-14},4,0,25,4,0,1,2,0
20070912_00022_Kingsmd,6,1,1,3,Mohammad Hafeez {b1980-10-17},4,0,24,1,0,0,1,0
20070912_00022_Kingsmd,6,1,1,4,Shahid Afridi (P) {b1980-3-1},4,0,19,4,0,0,2,0
20070912_00022_Kingsmd,6,1,1,5,Yasir Arafat {b1982-3-12},3,0,14,0,0,0,0,0
20070912_00022_Kingsmd,6,1,1,6,Shoaib Malik {b1982-2-1},1,0,3,0,0,0,0,0
20070912_00022_Kingsmd,6,2,1,1,"Blain, JAR {b1979-1-4}",4,0,23,2,0,0,0,0
20070912_00022_Kingsmd,6,2,1,2,"Nel, JD {b1980-6-6}",4,1,25,2,0,0,0,0
20070912_00022_Kingsmd,6,2,1,3,"Brown, DR {b1969-10-29}",4,0,44,0,0,0,3,0
