18;18
22;20
11;12
10;11
10;6
18;14
21;12
14;15
9;8
16;14
22;21
16;21
20;10
20;14
9;10
14;17
18;7
20;16
21;22
10;15
19;22
24;18
13;18
26;19
19;12
18;15
19;24
16;28
14;25
24;22
24;27
26;31
17;23
28;28
15;20
20;15
22;18
17;25
23;21
18;31
20;15
17;24
22;18
22;15
20;25
25;14
16;20
22;30
25;26
17;17
23;32
18;11
31;21
14;16
25;20
24;20
29;31
23;32
25;24
26;19
18;16
30;20
28;34
27;25
33;24
20;19
32;32
27;20
32;35
32;30
26;22
31;29
19;26
34;32
20;38
26;28
24;29
37;20
26;31
34;34
39;39
24;33
25;13
28;24
31;31
36;34
34;42
29;33
40;38
35;26
33;26
29;27
35;36
28;35
44;41
24;38
30;29
41;43
26;33
35;40
40;37
26;42
35;44
37;38
43;35
26;32
43;30
25;36
30;39
39;39
31;45
42;41
31;30
47;37
32;47
32;33
37;29
48;46
43;41
43;45
39;51
33;49
32;34
37;41
50;48
39;31
35;33
34;53
52;47
45;35
35;45
34;45
36;40
41;23
45;52
29;38
59;46
43;37
54;61
50;40
39;45
35;40
45;57
45;45
50;38
34;42
45;39
45;26
54;40
54;58
63;31
61;40
35;41
52;43
47;46
66;58
65;53
44;40
54;63
56;49
33;63
28;38
51;51
55;67
42;47
43;44
62;58
45;40
55;67
51;71
47;47
49;50
45;53
47;41
59;57
67;51
45;38
47;35
60;49
49;31
52;47
50;57
51;50
38;45
47;35
53;45
57;49
73;62
53;51
49;50
52;69
55;55
57;47
52;75
39;55
59;76
54;56
53;52
36;55
51;59
65;69
64;81
56;47
55;54
60;67
56;57
59;57
35;54
69;49
58;66
63;77
50;59
56;67
66;76
56;55
56;56
71;61
83;58
56;57
63;67
57;56
64;58
77;58
74;79
47;64
79;59
65;69
59;59
73;63
61;38
52;49
67;59
66;62
51;62
59;46
62;84
69;64
61;68
63;84
62;64
63;66
52;70
51;70
65;71
62;64
72;61
63;51
79;65
66;63
54;51
47;51
69;79
73;53
86;73
65;68
62;84
67;68
50;56
68;85
86;69
83;68
67;65
53;46
55;57
68;69
73;85
55;87
70;75
75;92
74;69
87;67
89;78
55;71
46;64
68;68
77;74
65;46
59;93
71;54
74;59
91;93
59;46
77;68
67;55
69;75
90;73
46;79
79;72
95;80
69;76
61;80
71;97
61;46
80;81
69;83
83;77
99;77
73;80
79;83
80;103
60;71
59;101
85;76
97;90
73;48
96;78
80;97
74;69
92;75
62;91
73;80
84;85
75;80
77;62
79;88
80;69
68;62
87;83
72;81
85;101
84;78
93;85
85;73
81;108
84;73
93;84
73;80
75;96
85;75
91;79
89;99
93;81
98;95
81;77
87;91
