14;19
14;16
20;12
17;13
18;18
16;11
10;16
8;15
19;11
17;17
16;12
17;18
19;17
23;16
18;16
22;18
13;25
11;16
12;14
15;23
17;19
15;23
21;15
24;16
14;19
16;12
26;18
20;20
18;17
18;21
22;18
20;25
16;18
15;18
23;16
24;31
20;20
18;23
26;16
24;15
18;29
18;22
24;17
18;20
18;25
28;20
18;27
19;20
22;10
18;26
28;18
18;16
29;17
29;30
22;29
22;23
28;20
30;20
23;32
16;20
29;24
25;31
21;27
20;34
18;18
27;31
11;10
34;21
31;18
26;32
18;27
27;20
31;20
22;18
33;36
18;29
22;31
36;32
25;29
31;31
29;29
32;29
24;28
23;31
11;14
32;31
18;18
29;34
31;20
38;33
33;33
20;33
26;23
35;33
33;33
20;21
28;34
26;23
34;25
31;33
34;35
38;28
28;34
20;37
28;36
20;24
39;40
23;16
33;37
35;39
28;38
20;35
30;34
38;43
33;31
35;44
22;39
18;38
40;40
30;22
26;16
33;37
39;34
40;28
43;23
44;35
40;42
43;37
38;48
44;42
42;43
32;22
28;37
39;47
36;49
39;35
39;48
51;46
39;38
47;51
46;49
45;51
53;49
31;32
43;51
40;49
46;51
30;23
37;45
38;47
50;42
48;48
29;38
51;40
36;41
42;29
48;30
29;57
36;37
52;42
37;25
39;42
42;45
54;42
30;47
53;57
52;42
52;49
47;25
56;41
59;54
43;60
30;30
51;51
59;42
55;38
38;41
46;57
32;60
61;43
55;52
40;25
60;58
51;44
40;53
44;55
53;61
61;57
34;47
46;33
63;64
55;51
35;40
57;61
47;53
61;51
58;52
66;42
57;48
62;49
59;48
60;48
48;55
66;31
68;51
61;51
56;61
62;50
68;48
50;63
43;55
50;50
52;56
52;52
43;33
63;58
48;39
38;54
51;50
68;56
63;54
68;70
40;63
65;68
48;52
56;63
52;65
58;54
47;41
61;54
55;63
72;68
55;54
49;68
68;63
62;44
67;70
67;65
52;50
60;43
34;49
70;70
70;41
69;74
54;71
54;78
56;71
35;55
69;61
64;80
72;79
57;64
57;77
59;76
59;56
65;43
68;52
54;60
74;73
54;62
65;63
60;45
68;64
71;48
79;74
62;54
80;88
59;67
45;74
58;71
65;73
50;47
68;64
48;40
75;79
65;73
87;75
60;67
48;75
80;85
59;91
52;73
62;70
87;60
72;62
69;77
91;72
82;76
61;80
49;55
68;66
71;51
82;51
84;64
61;66
51;63
84;66
77;51
46;66
69;82
86;65
79;80
84;76
79;78
65;72
93;71
80;82
74;76
51;84
100;78
77;66
69;88
82;80
79;89
85;82
82;81
90;72
71;92
86;81
81;76
81;57
86;90
63;57
76;96
86;76
94;92
85;69
90;85
90;85
93;76
85;87
87;53
71;62
71;98
89;107
77;89
77;91
95;90
75;84
74;91
97;96
102;79
109;83
70;61
56;78
63;56
