14;22
13;16
12;13
18;10
12;11
14;15
11;14
15;14
15;16
14;10
15;15
12;18
15;12
16;19
12;16
26;21
13;15
13;15
15;18
15;20
17;16
16;13
16;19
17;20
22;21
28;13
19;20
17;19
15;13
15;20
14;22
16;21
24;21
17;23
21;18
15;17
25;17
25;30
20;17
21;20
15;21
22;25
22;25
29;22
25;13
17;23
22;20
27;22
22;22
22;24
27;19
17;25
25;21
20;21
24;26
24;19
17;21
26;26
21;27
17;23
25;19
24;30
25;21
29;28
22;22
28;26
25;26
22;30
34;30
26;29
28;28
24;24
29;30
28;22
25;18
23;26
23;31
30;30
24;22
27;28
28;32
29;28
26;28
24;31
25;27
30;30
27;26
34;30
29;29
32;28
28;32
31;30
40;32
29;32
24;32
20;29
34;30
28;28
42;35
30;27
30;29
24;35
34;27
31;32
27;33
32;32
27;29
27;30
34;35
34;28
46;30
34;34
31;26
34;35
35;28
32;32
37;35
47;30
35;30
31;32
34;35
34;38
49;28
35;30
38;30
34;40
37;34
39;45
32;33
51;26
32;30
37;39
40;42
40;37
34;32
34;26
35;35
40;36
33;39
41;39
36;35
42;44
40;41
30;33
36;37
37;37
38;32
35;41
35;42
39;43
39;42
41;40
36;45
39;40
42;44
40;36
40;42
38;33
45;37
45;44
49;47
38;38
46;50
42;37
39;41
47;37
50;63
41;54
45;41
50;44
56;34
32;49
38;44
45;43
41;47
50;48
48;42
43;44
45;44
45;35
49;41
48;41
41;48
39;47
50;40
58;42
45;46
32;40
42;45
48;46
34;54
42;50
44;52
54;40
43;47
46;44
39;51
49;52
54;52
44;50
48;54
43;46
57;55
62;48
50;48
49;49
49;47
45;46
44;46
55;46
49;48
55;64
51;50
54;52
55;55
57;47
43;49
57;50
50;49
56;53
40;74
52;52
56;57
59;58
52;54
57;61
59;42
59;58
60;51
51;61
55;55
50;60
61;54
52;52
49;57
53;54
47;51
59;45
57;56
56;61
60;65
59;82
51;60
60;57
56;63
55;47
54;61
59;56
65;68
67;58
56;53
60;59
53;51
55;63
56;59
60;63
61;49
64;69
60;57
65;60
56;51
57;62
61;63
67;62
70;67
64;58
64;54
61;55
55;66
58;57
52;67
69;64
72;60
64;87
65;69
58;59
66;72
61;54
63;68
70;57
68;60
64;59
55;63
65;70
62;60
62;53
70;68
64;69
71;66
53;64
72;66
66;66
60;73
64;56
59;66
60;66
75;67
55;62
66;66
75;65
63;77
57;68
76;72
66;61
67;66
68;67
67;77
69;79
63;63
67;74
69;72
62;67
66;69
63;56
85;66
69;71
71;77
74;63
79;64
74;73
71;59
68;76
81;80
74;71
76;69
67;74
74;74
77;70
92;68
87;71
70;83
73;70
71;77
73;81
76;68
79;79
94;78
72;69
77;73
73;81
59;78
80;68
70;78
73;85
72;71
73;79
81;86
82;73
74;70
73;73
84;88
76;70
75;82
77;73
88;69
92;75
80;70
83;89
89;69
70;83
89;90
79;84
83;90
77;62
97;92
82;87
80;77
81;76
92;83
78;71
88;86
91;93
82;77
88;86
81;89
78;99
89;83
68;84
100;89
95;75
91;81
67;80
81;70
79;84
83;96
69;90
74;80
93;90
74;81
82;86
74;87
86;90
89;75
100;88
95;92
80;93
95;77
88;92
102;83
93;97
