10;10
18;20
19;15
15;16
16;12
16;18
15;17
13;16
13;17
14;19
17;15
15;10
12;20
15;18
15;20
21;13
18;15
18;14
19;19
20;14
16;20
21;19
19;15
22;17
15;21
23;19
15;22
22;21
25;21
24;21
19;23
21;23
25;13
21;22
10;17
22;23
27;22
13;25
25;23
24;25
19;21
19;21
24;24
23;16
27;23
29;24
26;25
24;17
25;14
27;20
26;26
27;25
22;20
27;22
16;28
22;24
25;28
27;15
20;28
16;24
25;32
29;26
29;26
21;15
27;17
25;26
24;31
31;33
28;27
29;22
31;30
29;31
25;33
36;33
33;30
35;29
31;27
32;25
28;31
27;17
29;27
35;36
33;24
27;29
33;33
35;34
29;33
37;26
30;35
30;21
35;30
20;35
32;34
38;31
31;39
33;22
38;37
32;30
27;32
32;30
32;37
32;31
24;35
22;30
43;41
38;31
38;35
36;39
33;35
39;32
22;28
29;33
40;22
40;45
35;32
31;43
33;38
40;46
37;40
37;30
44;36
37;35
39;42
44;33
40;43
45;37
37;39
43;40
45;46
36;48
41;46
39;37
40;45
39;47
30;40
26;48
35;32
39;40
30;33
48;40
42;50
37;41
42;41
47;42
43;49
38;35
51;48
44;49
43;43
45;37
52;47
46;43
46;54
50;47
44;48
33;40
26;34
52;51
56;45
39;53
48;50
53;45
30;47
44;46
38;35
36;54
50;47
49;47
55;50
55;39
50;46
55;57
49;48
41;49
49;58
52;56
47;50
47;50
56;45
50;57
57;43
59;53
50;39
49;59
29;38
50;51
60;43
37;49
49;51
57;58
62;52
54;59
55;48
49;61
60;57
54;42
50;40
56;52
60;62
42;42
50;42
41;54
56;60
65;64
43;50
44;53
54;43
50;60
60;55
55;66
55;64
64;60
52;43
47;67
45;52
48;52
62;54
54;55
60;47
49;48
61;64
66;67
49;64
48;49
60;56
67;62
58;57
64;65
65;58
57;50
52;58
62;53
60;65
76;69
74;62
78;59
60;62
76;60
65;66
49;62
58;58
65;63
59;62
68;57
80;72
56;63
56;55
65;63
69;79
65;61
64;71
58;62
65;69
76;79
65;61
84;82
58;81
74;84
59;74
65;65
75;43
66;58
58;68
66;73
79;68
67;60
65;70
71;75
65;68
59;81
77;74
73;87
70;77
73;65
58;65
69;75
76;75
87;66
60;65
61;66
72;76
69;73
81;75
66;56
67;79
47;75
72;66
70;68
79;65
58;60
72;72
67;83
69;65
80;70
65;81
68;74
79;68
81;74
76;68
78;87
85;85
68;81
77;68
72;83
65;81
74;78
71;68
95;89
68;69
83;84
68;67
81;75
76;71
86;78
84;87
96;92
70;82
84;100
85;95
84;85
82;72
74;99
73;71
92;78
85;97
82;72
84;84
75;75
90;92
71;87
85;86
75;96
72;89
97;96
77;78
85;86
105;85
77;80
78;94
89;77
107;96
77;71
79;88
98;78
91;81
89;90
86;77
78;81
100;89
80;75
106;103
76;80
63;79
88;102
