8;9
13;10
14;14
19;18
16;16
8;19
13;16
14;11
11;20
19;8
14;21
12;18
17;23
13;12
23;19
14;8
13;18
20;25
16;16
24;22
23;17
18;15
22;20
25;16
18;20
26;15
20;24
29;25
22;17
13;21
14;24
26;27
20;28
16;20
20;26
16;18
17;19
26;21
22;25
14;18
23;27
26;19
18;26
26;20
26;31
29;20
20;22
25;22
26;28
29;21
29;22
28;26
20;14
20;19
30;22
24;28
30;21
21;25
14;25
33;27
24;19
21;29
22;24
32;24
26;32
21;23
26;34
23;34
24;33
27;23
26;19
34;24
29;29
17;34
28;16
27;36
37;20
36;35
23;31
38;34
33;36
32;39
29;37
24;26
36;35
23;36
36;30
23;29
25;37
17;32
36;29
32;19
29;38
25;33
20;22
39;33
30;22
38;38
34;31
27;33
31;39
23;38
39;36
38;35
40;29
31;27
36;45
31;41
38;28
19;30
42;41
26;29
32;33
41;26
24;19
28;30
33;33
42;47
36;29
40;44
46;36
30;36
42;34
21;34
20;31
35;28
40;26
49;42
38;40
30;22
45;33
34;45
46;34
35;43
39;47
30;34
45;49
40;48
47;33
37;32
33;38
34;34
41;43
46;51
24;35
42;37
54;47
45;45
45;47
53;52
26;43
39;52
38;35
52;41
56;53
47;53
35;39
40;47
54;38
34;49
45;47
49;43
51;49
41;54
56;31
54;54
47;47
36;40
58;49
50;49
31;44
57;55
42;57
45;52
36;47
62;40
60;47
58;47
53;49
57;61
50;64
49;29
57;64
50;53
56;31
56;44
49;54
58;43
54;52
59;60
48;56
65;50
50;63
33;46
43;57
52;62
64;65
47;49
58;63
65;57
33;31
47;40
44;62
70;62
60;51
66;45
58;40
60;52
57;60
60;54
68;68
53;53
45;42
37;64
59;61
54;54
44;41
64;74
71;75
64;54
67;51
63;69
51;37
56;61
50;65
71;54
35;49
63;66
68;71
69;61
71;50
59;59
52;41
49;55
47;64
80;51
61;45
55;60
72;72
47;69
66;74
68;41
65;63
54;45
73;70
58;51
51;35
47;75
59;64
67;63
72;70
58;36
62;66
74;79
75;59
80;73
68;66
56;64
55;49
62;74
71;63
80;81
68;77
75;64
76;77
59;68
73;80
53;63
70;60
80;79
59;67
89;79
63;63
74;70
76;55
75;70
73;64
64;84
56;78
47;87
80;75
84;57
89;85
69;66
71;72
47;75
83;74
57;85
74;83
70;87
58;69
55;47
69;76
83;85
69;68
90;87
71;75
57;58
82;89
89;69
74;91
86;47
88;80
70;85
62;47
80;60
79;91
64;58
75;72
60;77
81;93
95;90
50;64
95;81
82;95
85;86
82;84
83;68
87;96
50;88
60;87
53;86
62;92
97;80
86;80
88;73
60;80
85;99
84;99
93;101
91;87
94;72
60;85
86;82
101;90
93;92
64;87
90;94
93;82
99;91
92;67
89;85
83;82
50;64
85;67
98;95
67;79
95;93
90;84
87;102
59;91
95;97
87;86
107;82
93;95
84;69
89;78
