Count;Season;gameId;Result;X;Y
589;nhl05.json;712;lose;38.0;48.0
590;nhl05.json;713;lose;39.0;44.0
595;nhl05.json;718;lose;56.0;61.0
596;nhl05.json;719;lose;67.0;64.0
599;nhl05.json;722;lose;52.0;46.0
602;nhl05.json;725;lose;63.0;61.0
603;nhl05.json;726;lose;43.0;55.0
609;nhl05.json;732;lose;68.0;48.0
612;nhl05.json;735;lose;52.0;56.0
613;nhl05.json;736;lose;52.0;72.0
614;nhl05.json;737;lose;51.0;63.0
616;nhl05.json;739;lose;30.0;50.0
617;nhl05.json;740;lose;52.0;52.0
621;nhl05.json;744;lose;63.0;58.0
629;nhl05.json;752;lose;68.0;56.0
631;nhl05.json;754;lose;63.0;54.0
636;nhl05.json;759;lose;50.0;45.0
639;nhl05.json;762;lose;40.0;63.0
642;nhl05.json;765;lose;72.0;50.0
644;nhl05.json;767;lose;54.0;71.0
645;nhl05.json;768;lose;48.0;52.0
648;nhl05.json;771;lose;52.0;65.0
651;nhl05.json;774;lose;52.0;76.0
653;nhl05.json;776;lose;55.0;63.0
659;nhl05.json;782;lose;58.0;53.0
662;nhl05.json;785;lose;34.0;72.0
663;nhl05.json;786;lose;49.0;68.0
672;nhl05.json;795;lose;67.0;65.0
677;nhl05.json;800;lose;56.0;58.0
683;nhl05.json;806;lose;64.0;75.0
685;nhl05.json;808;lose;57.0;56.0
689;nhl05.json;812;lose;56.0;67.0
694;nhl05.json;817;lose;43.0;50.0
700;nhl05.json;823;lose;57.0;41.0
701;nhl05.json;824;lose;69.0;36.0
703;nhl05.json;826;lose;35.0;55.0
710;nhl05.json;833;lose;77.0;54.0
711;nhl05.json;834;lose;72.0;79.0
712;nhl05.json;835;lose;60.0;66.0
715;nhl05.json;838;lose;57.0;77.0
716;nhl05.json;839;lose;69.0;61.0
720;nhl05.json;843;lose;67.0;60.0
721;nhl05.json;844;lose;48.0;68.0
722;nhl05.json;845;lose;80.0;35.0
724;nhl05.json;847;lose;43.0;37.0
725;nhl05.json;848;lose;59.0;76.0
727;nhl05.json;850;lose;66.0;52.0
732;nhl05.json;855;lose;58.0;66.0
740;nhl05.json;863;lose;59.0;43.0
741;nhl05.json;864;lose;68.0;52.0
743;nhl05.json;866;lose;54.0;60.0
745;nhl05.json;868;lose;73.0;71.0
746;nhl05.json;869;lose;39.0;79.0
748;nhl05.json;871;lose;68.0;41.0
751;nhl05.json;874;lose;77.0;58.0
752;nhl05.json;875;lose;65.0;83.0
753;nhl05.json;876;lose;76.0;78.0
758;nhl05.json;881;lose;54.0;62.0
769;nhl05.json;892;lose;59.0;83.0
770;nhl05.json;893;lose;68.0;64.0
771;nhl05.json;894;lose;39.0;86.0
777;nhl05.json;900;lose;60.0;79.0
778;nhl05.json;901;lose;60.0;85.0
779;nhl05.json;902;lose;75.0;43.0
782;nhl05.json;905;lose;47.0;81.0
786;nhl05.json;909;lose;68.0;85.0
788;nhl05.json;911;lose;80.0;88.0
795;nhl05.json;918;lose;87.0;60.0
796;nhl05.json;919;lose;50.0;47.0
797;nhl05.json;920;lose;77.0;77.0
808;nhl05.json;931;lose;49.0;76.0
811;nhl05.json;934;lose;60.0;67.0
812;nhl05.json;935;lose;66.0;87.0
817;nhl05.json;940;lose;76.0;85.0
822;nhl05.json;945;lose;80.0;85.0
827;nhl05.json;950;lose;60.0;62.0
828;nhl05.json;951;lose;62.0;70.0
829;nhl05.json;952;lose;51.0;89.0
834;nhl05.json;957;lose;49.0;91.0
839;nhl05.json;962;lose;71.0;70.0
842;nhl05.json;965;lose;51.0;89.0
845;nhl05.json;968;lose;74.0;64.0
847;nhl05.json;970;lose;69.0;74.0
848;nhl05.json;971;lose;77.0;62.0
850;nhl05.json;973;lose;61.0;80.0
858;nhl05.json;981;lose;71.0;94.0
859;nhl05.json;982;lose;77.0;89.0
865;nhl05.json;988;lose;55.0;76.0
866;nhl05.json;989;lose;51.0;74.0
867;nhl05.json;990;lose;70.0;82.0
873;nhl05.json;996;lose;71.0;44.0
877;nhl05.json;1000;lose;78.0;97.0
880;nhl05.json;1003;lose;46.0;66.0
881;nhl05.json;1004;lose;76.0;96.0
882;nhl05.json;1005;lose;69.0;82.0
883;nhl05.json;1006;lose;55.0;76.0
884;nhl05.json;1007;lose;51.0;64.0
886;nhl05.json;1009;lose;52.0;71.0
889;nhl05.json;1012;lose;79.0;80.0
891;nhl05.json;1014;lose;93.0;78.0
893;nhl05.json;1016;lose;51.0;76.0
898;nhl05.json;1021;lose;79.0;78.0
900;nhl05.json;1023;lose;55.0;66.0
902;nhl05.json;1025;lose;88.0;86.0
905;nhl05.json;1028;lose;93.0;96.0
910;nhl05.json;1033;lose;51.0;84.0
919;nhl05.json;1042;lose;93.0;100.0
921;nhl05.json;1044;lose;82.0;80.0
927;nhl05.json;1050;lose;71.0;78.0
930;nhl05.json;1053;lose;98.0;53.0
932;nhl05.json;1055;lose;70.0;84.0
933;nhl05.json;1056;lose;48.0;77.0
934;nhl05.json;1057;lose;79.0;70.0
939;nhl05.json;1062;lose;52.0;103.0
943;nhl05.json;1066;lose;90.0;72.0
946;nhl05.json;1069;lose;84.0;71.0
951;nhl05.json;1074;lose;48.0;73.0
952;nhl05.json;1075;lose;71.0;92.0
955;nhl05.json;1078;lose;100.0;55.0
959;nhl05.json;1082;lose;82.0;72.0
962;nhl05.json;1085;lose;92.0;105.0
966;nhl05.json;1089;lose;53.0;61.0
967;nhl05.json;1090;lose;71.0;48.0
975;nhl05.json;1098;lose;90.0;83.0
976;nhl05.json;1099;lose;105.0;58.0
981;nhl05.json;1104;lose;86.0;90.0
984;nhl05.json;1107;lose;71.0;90.0
985;nhl05.json;1108;lose;75.0;108.0
990;nhl05.json;1113;lose;94.0;65.0
1004;nhl05.json;1127;lose;77.0;78.0
1005;nhl05.json;1128;lose;90.0;85.0
1010;nhl05.json;1133;lose;54.0;94.0
1011;nhl05.json;1134;lose;108.0;87.0
1014;nhl05.json;1137;lose;85.0;87.0
1016;nhl05.json;1139;lose;92.0;103.0
1017;nhl05.json;1140;lose;62.0;106.0
1018;nhl05.json;1141;lose;77.0;51.0
1022;nhl05.json;1145;lose;100.0;93.0
1026;nhl05.json;1149;lose;95.0;80.0
1027;nhl05.json;1150;lose;108.0;100.0
1030;nhl05.json;1153;lose;89.0;89.0
1031;nhl05.json;1154;lose;85.0;92.0
1032;nhl05.json;1155;lose;68.0;114.0
1040;nhl05.json;1163;lose;92.0;79.0
1041;nhl05.json;1164;lose;89.0;94.0
1044;nhl05.json;1167;lose;77.0;91.0
1046;nhl05.json;1169;lose;89.0;83.0
1047;nhl05.json;1170;lose;56.0;98.0
1050;nhl05.json;1173;lose;100.0;73.0
1068;nhl05.json;1191;lose;61.0;118.0
1070;nhl05.json;1193;lose;74.0;91.0
1077;nhl05.json;1200;lose;56.0;120.0
